PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date
28062013,Origin and evolution of LX4 genotype infectious bronchitis coronavirus in China,"Zhao W, Gao M, Xu Q, Xu Y, Zhao Y, Chen Y, Zhang T, Wang Q, Han Z, Li H, Chen L, Liang S, Shao Y, Liu S.",Vet Microbiol. 2017 Jan;198:9-16. doi: 10.1016/j.vetmic.2016.11.014. Epub 2016 Nov 17.,Zhao W,Vet Microbiol,2017,2017/01/08
28062000,Identification and molecular characterization of a novel serotype infectious bronchitis virus (GI-28) in China,"Chen Y, Jiang L, Zhao W, Liu L, Zhao Y, Shao Y, Li H, Han Z, Liu S.",Vet Microbiol. 2017 Jan;198:108-115. doi: 10.1016/j.vetmic.2016.12.017. Epub 2016 Dec 16.,Chen Y,Vet Microbiol,2017,2017/01/08
28008928,Cryo-electron microscopy structures of the SARS-CoV spike glycoprotein reveal a prerequisite conformational state for receptor binding,"Gui M, Song W, Zhou H, Xu J, Chen S, Xiang Y, Wang X.",Cell Res. 2017 Jan;27(1):119-129. doi: 10.1038/cr.2016.152. Epub 2016 Dec 23.,Gui M,Cell Res,2017,2016/12/24
27932291,"Influenza not MERS CoV among returning Hajj and Umrah pilgrims with respiratory illness, Kashmir, north India, 2014-15","Koul PA, Mir H, Saha S, Chadha MS, Potdar V, Widdowson MA, Lal RB, Krishnan A.",Travel Med Infect Dis. 2017 Jan-Feb;15:45-47. doi: 10.1016/j.tmaid.2016.12.002. Epub 2016 Dec 6.,Koul PA,Travel Med Infect Dis,2017,2016/12/10
27890674,Passive immunotherapy for Middle East Respiratory Syndrome coronavirus infection with equine immunoglobulin or immunoglobulin fragments in a mouse model,"Zhao Y, Wang C, Qiu B, Li C, Wang H, Jin H, Gai W, Zheng X, Wang T, Sun W, Yan F, Gao Y, Wang Q, Yan J, Chen L, Perlman S, Zhong N, Zhao J, Yang S, Xia X.",Antiviral Res. 2017 Jan;137:125-130. doi: 10.1016/j.antiviral.2016.11.016. Epub 2016 Nov 24.,Zhao Y,Antiviral Res,2017,2016/11/29
27840203,T-cell immunity of SARS-CoV: Implications for vaccine development against MERS-CoV,"Liu WJ, Zhao M, Liu K, Xu K, Wong G, Tan W, Gao GF.",Antiviral Res. 2017 Jan;137:82-92. doi: 10.1016/j.antiviral.2016.11.006. Epub 2016 Nov 11.,Liu WJ,Antiviral Res,2017,2016/11/15
27816246,Clinical trial on the effects of a free-access acidified milk replacer feeding program on the health and growth of dairy replacement heifers and veal calves,"Todd CG, Leslie KE, Millman ST, Bielmann V, Anderson NG, Sargeant JM, DeVries TJ.",J Dairy Sci. 2017 Jan;100(1):713-725. doi: 10.3168/jds.2016-11401. Epub 2016 Nov 3.,Todd CG,J Dairy Sci,2017,2016/11/07
27780489,Risk assessment and laboratory investigation of respiratory illness in travellers returning to Singapore 2012-2015: experience from the MERS-CoV Surveillance Programme,"Win MK, Chow A, Ho HJ, Tay SY, Leo YS.",Epidemiol Infect. 2017 Jan;145(2):285-288. doi: 10.1017/S0950268816002326. Epub 2016 Oct 26.,Win MK,Epidemiol Infect,2017,2016/10/27
27770703,Characterization of a pathogenic full-length cDNA clone of a virulent porcine epidemic diarrhea virus strain AH2012/12 in China,"Fan B, Yu Z, Pang F, Xu X, Zhang B, Guo R, He K, Li B.",Virology. 2017 Jan;500:50-61. doi: 10.1016/j.virol.2016.10.011. Epub 2016 Oct 20.,Fan B,Virology,2017,2016/10/23
27763827,Serosurvey for Selected Viral Pathogens among Sympatric Species of the African Large Predator Guild in Northern Botswana,"Chaber AL, Cozzi G, Broekhuis F, Hartley R, W McNutt J.",J Wildl Dis. 2017 Jan;53(1):170-175. doi: 10.7589/2015-11-302. Epub 2016 Oct 20.,Chaber AL,J Wildl Dis,2017,2016/10/21
27743750,Molecular Evolution of Human Coronavirus Genomes,"Forni D, Cagliani R, Clerici M, Sironi M.",Trends Microbiol. 2017 Jan;25(1):35-48. doi: 10.1016/j.tim.2016.09.001. Epub 2016 Oct 19.,Forni D,Trends Microbiol,2017,2016/10/17
27705103,"RETROSPECTIVE ANALYSIS OF THE EPIDEMIOLOGIC LITERATURE, 1990-2015, ON WILDLIFE-ASSOCIATED DISEASES FROM THE REPUBLIC OF KOREA","Hwang J, Lee K, Kim YJ, Sleeman JM, Lee H.",J Wildl Dis. 2017 Jan;53(1):5-18. doi: 10.7589/2015-12-348. Epub 2016 Oct 5.,Hwang J,J Wildl Dis,2017,2016/10/06
27698149,Respiratory and Enteric Virus Detection in Children,"Pokorn M, Jevšnik M, Petrovec M, Steyer A, Mrvič T, Grosek Š, Lusa L, Strle F.",J Child Neurol. 2017 Jan;32(1):84-93. doi: 10.1177/0883073816670820. Epub 2016 Oct 3.,Pokorn M,J Child Neurol,2017,2016/10/05
27691995,The presence of fever in adults with influenza and other viral respiratory infections,"Chughtai AA, Wang Q, Dung TC, Macintyre CR.",Epidemiol Infect. 2017 Jan;145(1):148-155. doi: 10.1017/S0950268816002181. Epub 2016 Oct 3.,Chughtai AA,Epidemiol Infect,2017,2016/10/04
27686074,Molecular detection of enteric viruses from diarrheic calves in Egypt,"Mohamed FF, Mansour SMG, El-Araby IE, Mor SK, Goyal SM.",Arch Virol. 2017 Jan;162(1):129-137. doi: 10.1007/s00705-016-3088-0. Epub 2016 Sep 29.,Mohamed FF,Arch Virol,2017,2016/10/01
27669009,"SURVEILLANCE FOR VIRAL AND PARASITIC PATHOGENS IN A VULNERABLE AFRICAN LION (PANTHERA LEO) POPULATION IN THE NORTHERN TULI GAME RESERVE, BOTSWANA","McDermid KR, Snyman A, Verreynne FJ, Carroll JP, Penzhorn BL, Yabsley MJ.",J Wildl Dis. 2017 Jan;53(1):54-61. doi: 10.7589/2015-09-248. Epub 2016 Sep 26.,McDermid KR,J Wildl Dis,2017,2016/09/27
27667752,Respiratory viruses and influenza-like illness: Epidemiology and outcomes in children aged 6 months to 10 years in a multi-country population sample,"Taylor S, Lopez P, Weckx L, Borja-Tabora C, Ulloa-Gutierrez R, Lazcano-Ponce E, Kerdpanich A, Angel Rodriguez Weber M, Mascareñas de Los Santos A, Tinoco JC, Safadi MA, Lim FS, Hernandez-de Mezerville M, Faingezicht I, Cruz-Valdez A, Feng Y, Li P, Durviaux S, Haars G, Roy-Ghanta S, Vaughn DW, Nolan T.",J Infect. 2017 Jan;74(1):29-41. doi: 10.1016/j.jinf.2016.09.003. Epub 2016 Sep 22.,Taylor S,J Infect,2017,2016/09/27
27667334,Crucial steps in the structure determination of a coronavirus spike glycoprotein using cryo-electron microscopy,"Walls A, Tortorici MA, Bosch BJ, Frenz B, Rottier PJ, DiMaio F, Rey FA, Veesler D.",Protein Sci. 2017 Jan;26(1):113-121. doi: 10.1002/pro.3048. Epub 2016 Oct 18.,Walls A,Protein Sci,2017,2016/09/27
27664026,Fatality risks for nosocomial outbreaks of Middle East respiratory syndrome coronavirus in the Middle East and South Korea,"Sha J, Li Y, Chen X, Hu Y, Ren Y, Geng X, Zhang Z, Liu S.",Arch Virol. 2017 Jan;162(1):33-44. doi: 10.1007/s00705-016-3062-x. Epub 2016 Sep 23.,Sha J,Arch Virol,2017,2016/09/25
27603034,Cross-sectional survey and surveillance for influenza viruses and MERS-CoV among Egyptian pilgrims returning from Hajj during 2012-2015,"Refaey S, Amin MM, Roguski K, Azziz-Baumgartner E, Uyeki TM, Labib M, Kandeel A.",Influenza Other Respir Viruses. 2017 Jan;11(1):57-60. doi: 10.1111/irv.12429. Epub 2016 Nov 11.,Refaey S,Influenza Other Respir Viruses,2017,2016/09/08
27591273,"Blood biochemistry and immune response in Aseel chicken under free range, semi-intensive, and confinement rearing systems","Rehman MS, Mahmud A, Mehmood S, Pasha TN, Hussain J, Khan MT.",Poult Sci. 2017 Jan 1;96(1):226-233. doi: 10.3382/ps/pew278. Epub 2016 Sep 2.,Rehman MS,Poult Sci,2017,2016/09/04
27433011,Maternal antibody decay and antibody-mediated immune responses in chicken pullets fed prebiotics and synbiotics,"Alizadeh M, Munyaka P, Yitbarek A, Echeverry H, Rodriguez-Lecompte JC.",Poult Sci. 2017 Jan 1;96(1):58-64. doi: 10.3382/ps/pew244. Epub 2016 Jul 18.,Alizadeh M,Poult Sci,2017,2016/07/20
27417916,CONSISE statement on the reporting of Seroepidemiologic Studies for influenza (ROSES-I statement): an extension of the STROBE statement,"Horby PW, Laurie KL, Cowling BJ, Engelhardt OG, Sturm-Ramirez K, Sanchez JL, Katz JM, Uyeki TM, Wood J, Van Kerkhove MD; CONSISE Steering Committee.",Influenza Other Respir Viruses. 2017 Jan;11(1):2-14. doi: 10.1111/irv.12411. Epub 2016 Aug 9.,Horby PW,Influenza Other Respir Viruses,2017,2016/07/16
27182999,Viral Infections in Neonates with Suspected Late-Onset Bacterial Sepsis-A Prospective Cohort Study,"Kidszun A, Klein L, Winter J, Schmeh I, Gröndahl B, Gehring S, Knuf M, Weise K, Mildenberger E.",Am J Perinatol. 2017 Jan;34(1):1-7. doi: 10.1055/s-0036-1584150. Epub 2016 May 16.,Kidszun A,Am J Perinatol,2017,2016/05/17
31435338,Case report: Detection of the Middle East respiratory syndrome corona virus (MERS-CoV) in nasal secretions of a dead human,Mahallawi WH.,J Taibah Univ Med Sci. 2017 Aug 16;13(3):302-304. doi: 10.1016/j.jtumed.2017.07.004. eCollection 2018 Jun.,Mahallawi WH,J Taibah Univ Med Sci,2017,2019/08/23
29046453,Murine Hepatitis Virus nsp14 Exoribonuclease Activity Is Required for Resistance to Innate Immunity,"Case JB, Li Y, Elliott R, Lu X, Graepel KW, Sexton NR, Smith EC, Weiss SR, Denison MR.",J Virol. 2017 Dec 14;92(1):e01531-17. doi: 10.1128/JVI.01531-17. Print 2018 Jan 1.,Case JB,J Virol,2017,2017/10/20
29370686,Experience of 16 years and its associated challenges in the Field Epidemiology Training Program in Korea,"Lee MS, Kim EY, Lee SW.",Epidemiol Health. 2017 Dec 25;39:e2017058. doi: 10.4178/epih.e2017058. eCollection 2017.,Lee MS,Epidemiol Health,2017,2018/01/27
29273042,Coronavirus and paramyxovirus in bats from Northwest Italy,"Rizzo F, Edenborough KM, Toffoli R, Culasso P, Zoppi S, Dondo A, Robetto S, Rosati S, Lander A, Kurth A, Orusa R, Bertolotti L, Mandola ML.",BMC Vet Res. 2017 Dec 22;13(1):396. doi: 10.1186/s12917-017-1307-x.,Rizzo F,BMC Vet Res,2017,2017/12/24
29258555,Detection and full genome characterization of two beta CoV viruses related to Middle East respiratory syndrome from bats in Italy,"Moreno A, Lelli D, de Sabato L, Zaccaria G, Boni A, Sozzi E, Prosperi A, Lavazza A, Cella E, Castrucci MR, Ciccozzi M, Vaccari G.",Virol J. 2017 Dec 19;14(1):239. doi: 10.1186/s12985-017-0907-1.,Moreno A,Virol J,2017,2017/12/21
29257053,How Do the First Days Count? A Case Study of Qatar Experience in Emergency Risk Communication during the MERS-CoV Outbreak,"Nour M, Alhajri M, Farag EABA, Al-Romaihi HE, Al-Thani M, Al-Marri S, Savoia E.",Int J Environ Res Public Health. 2017 Dec 19;14(12):1597. doi: 10.3390/ijerph14121597.,Nour M,Int J Environ Res Public Health,2017,2017/12/20
29299151,Analysis of the codon usage pattern in Middle East Respiratory Syndrome Coronavirus,"Chen Y, Xu Q, Yuan X, Li X, Zhu T, Ma Y, Chen JL.",Oncotarget. 2017 Nov 27;8(66):110337-110349. doi: 10.18632/oncotarget.22738. eCollection 2017 Dec 15.,Chen Y,Oncotarget,2017,2018/01/05
29102169,"Poly (d,l-lactide-co-glycolide) nanoparticle-entrapped vaccine induces a protective immune response against porcine epidemic diarrhea virus infection in piglets","Li B, Du L, Yu Z, Sun B, Xu X, Fan B, Guo R, Yuan W, He K.",Vaccine. 2017 Dec 15;35(50):7010-7017. doi: 10.1016/j.vaccine.2017.10.054. Epub 2017 Nov 6.,Li B,Vaccine,2017,2017/11/06
29100707,Cell attenuated porcine epidemic diarrhea virus strain Zhejiang08 provides effective immune protection attributed to dendritic cell stimulation,"Li Y, Wang G, Wang J, Man K, Yang Q.",Vaccine. 2017 Dec 15;35(50):7033-7041. doi: 10.1016/j.vaccine.2017.10.052.,Li Y,Vaccine,2017,2017/11/05
29238080,Activation of the c-Jun NH(2)-terminal kinase pathway by coronavirus infectious bronchitis virus promotes apoptosis independently of c-Jun,"Fung TS, Liu DX.",Cell Death Dis. 2017 Dec 13;8(12):3215. doi: 10.1038/s41419-017-0053-0.,Fung TS,Cell Death Dis,2017,2017/12/15
29234140,Altered Gut Microbiota Profiles in Sows and Neonatal Piglets Associated with Porcine Epidemic Diarrhea Virus Infection,"Song D, Peng Q, Chen Y, Zhou X, Zhang F, Li A, Huang D, Wu Q, Ye Y, He H, Wang L, Tang Y.",Sci Rep. 2017 Dec 12;7(1):17439. doi: 10.1038/s41598-017-17830-z.,Song D,Sci Rep,2017,2017/12/14
29056462,The SARS-CoV Fusion Peptide Forms an Extended Bipartite Fusion Platform that Perturbs Membrane Order in a Calcium-Dependent Manner,"Lai AL, Millet JK, Daniel S, Freed JH, Whittaker GR.",J Mol Biol. 2017 Dec 8;429(24):3875-3892. doi: 10.1016/j.jmb.2017.10.017. Epub 2017 Oct 19.,Lai AL,J Mol Biol,2017,2017/10/24
29219990,Bat cave solves mystery of deadly SARS virus - and suggests new outbreak could occur,Cyranoski D.,Nature. 2017 Dec 7;552(7683):15-16. doi: 10.1038/d41586-017-07766-9.,Cyranoski D,Nature,2017,2017/12/09
29212531,"Etiology of respiratory tract infections in the community and clinic in Ilorin, Nigeria","Kolawole O, Oguntoye M, Dam T, Chunara R.",BMC Res Notes. 2017 Dec 7;10(1):712. doi: 10.1186/s13104-017-3063-1.,Kolawole O,BMC Res Notes,2017,2017/12/08
29207494,An Opportunistic Pathogen Afforded Ample Opportunities: Middle East Respiratory Syndrome Coronavirus,"Mackay IM, Arden KE.",Viruses. 2017 Dec 2;9(12):369. doi: 10.3390/v9120369.,Mackay IM,Viruses,2017,2017/12/07
29083948,Chimpanzee adenoviral vectors as vaccines for outbreak pathogens,"Ewer K, Sebastian S, Spencer AJ, Gilbert S, Hill AVS, Lambe T.",Hum Vaccin Immunother. 2017 Dec 2;13(12):3020-3032. doi: 10.1080/21645515.2017.1383575. Epub 2017 Oct 30.,Ewer K,Hum Vaccin Immunother,2017,2017/10/31
28846484,Vaccines for emerging infectious diseases: Lessons from MERS coronavirus and Zika virus,Maslow JN.,Hum Vaccin Immunother. 2017 Dec 2;13(12):2918-2930. doi: 10.1080/21645515.2017.1358325. Epub 2017 Aug 28.,Maslow JN,Hum Vaccin Immunother,2017,2017/08/29
33592964,"Investigation of viral and bacterial enteropathogens of diarrheic sheep and goats in Medina, Saudi Arabia","Shabana II, Bouqellah NA, Zaraket H.",Trop Biomed. 2017 Dec 1;34(4):944-955.,Shabana II,Trop Biomed,2017,2021/02/17
32289058,Application of a quantitative entry assessment model to compare the relative risk of incursion of zoonotic bat-borne viruses into European Union Member States,"Horigan V, Gale P, Kosmider RD, Minnis C, Snary EL, Breed AC, Simons RRL.",Microb Risk Anal. 2017 Dec;7:8-28. doi: 10.1016/j.mran.2017.09.002. Epub 2017 Oct 2.,Horigan V,Microb Risk Anal,2017,2020/04/15
32288582,Influenza and other emerging respiratory viruses,"Tyrrell CSB, Allen JLY, Carson G.",Medicine (Abingdon). 2017 Dec;45(12):781-787. doi: 10.1016/j.mpmed.2017.09.003. Epub 2017 Oct 27.,Tyrrell CSB,Medicine (Abingdon),2017,2020/04/15
29382428,[Construction and identification of nanobody phage display library targeting Middle East respiratory syndrome coronavirus],"He L, Li J, Ren S, Sun S, Guo Y, Qiu H, Liao Y, Ji K, Fan R, Zhao G, Zhou Y.",Xi Bao Yu Fen Zi Mian Yi Xue Za Zhi. 2017 Dec;33(12):1662-1668.,He L,Xi Bao Yu Fen Zi Mian Yi Xue Za Zhi,2017,2018/02/01
29354394,Effects of Timely Control Intervention on the Spread of Middle East Respiratory Syndrome Coronavirus Infection,"Choi I, Lee DH, Kim Y.",Osong Public Health Res Perspect. 2017 Dec;8(6):373-376. doi: 10.24171/j.phrp.2017.8.6.03. Epub 2017 Dec 31.,Choi I,Osong Public Health Res Perspect,2017,2018/01/23
29337625,Molecular Characterization of QX-Like and Variant Infectious Bronchitis Virus Strains in Malaysia Based on Partial Genomic Sequences Comprising the S-3a/3b-E-M-Intergenic Region-5a/5b-N Gene Order,"Khanh NP, Tan SW, Yeap SK, Satharasinghe DA, Hair-Bejo M, Bich TN, Omar AR.",Avian Dis. 2017 Dec;61(4):442-452. doi: 10.1637/11637-032817-Reg.1.,Khanh NP,Avian Dis,2017,2018/01/17
29337615,Efficacy of Massachusetts and 793B Vaccines Against Infectious Bronchitis Moroccan-Italy 02 Virus in Specific-Pathogen-Free Chickens and Commercial Broilers,"Belkasmi SFZ, Fellahi S, Umar S, Delpont M, Delverdier M, Lucas MN, Bleuart C, Kichou F, Nassik S, Guerin JL, Fihri OF, Ducatez MF, El Houadfi M.",Avian Dis. 2017 Dec;61(4):466-471. doi: 10.1637/11686-060817-Reg.1.,Belkasmi SFZ,Avian Dis,2017,2018/01/17
29299855,The persistent prevalence and evolution of cross-family recombinant coronavirus GCCDC1 among a bat population: a two-year follow-up,"Obameso JO, Li H, Jia H, Han M, Zhu S, Huang C, Zhao Y, Zhao M, Bai Y, Yuan F, Zhao H, Peng X, Xu W, Tan W, Zhao Y, Yuen KY, Liu WJ, Lu L, Gao GF.",Sci China Life Sci. 2017 Dec;60(12):1357-1363. doi: 10.1007/s11427-017-9263-6. Epub 2017 Dec 1.,Obameso JO,Sci China Life Sci,2017,2018/01/05
29294219,Human T-cell immunity against the emerging and re-emerging viruses,"Zhao M, Zhang H, Liu K, Gao GF, Liu WJ.",Sci China Life Sci. 2017 Dec;60(12):1307-1316. doi: 10.1007/s11427-017-9241-3. Epub 2017 Nov 29.,Zhao M,Sci China Life Sci,2017,2018/01/03
29270793,"Pathogen genomic surveillance elucidates the origins, transmission and evolution of emerging viral agents in China","Shi W, Li J, Zhou H, Gao GF.",Sci China Life Sci. 2017 Dec;60(12):1317-1330. doi: 10.1007/s11427-017-9211-0. Epub 2017 Nov 28.,Shi W,Sci China Life Sci,2017,2017/12/23
29203935,Viral enteritis in calves,"Gomez DE, Weese JS.",Can Vet J. 2017 Dec;58(12):1267-1274.,Gomez DE,Can Vet J,2017,2017/12/06
29191202,Evaluation of an accelerated hydrogen peroxide disinfectant to inactivate porcine epidemic diarrhea virus in swine feces on aluminum surfaces under freezing conditions,"Baker KL, Thomas PR, Karriker LA, Ramirez A, Zhang J, Wang C, Holtkamp DJ.",BMC Vet Res. 2017 Dec 1;13(1):372. doi: 10.1186/s12917-017-1300-4.,Baker KL,BMC Vet Res,2017,2017/12/02
29174688,Comparative transcriptome analysis reveals induction of apoptosis in chicken kidney cells associated with the virulence of nephropathogenic infectious bronchitis virus,"Liu H, Yang X, Zhang Z, Li J, Zou W, Zeng F, Wang H.",Microb Pathog. 2017 Dec;113:451-459. doi: 10.1016/j.micpath.2017.11.031. Epub 2017 Nov 21.,Liu H,Microb Pathog,2017,2017/11/28
29173585,European surveillance of emerging pathogens associated with canine infectious respiratory disease,"Mitchell JA, Cardwell JM, Leach H, Walker CA, Le Poder S, Decaro N, Rusvai M, Egberink H, Rottier P, Fernandez M, Fragkiadaki E, Shields S, Brownlie J.",Vet Microbiol. 2017 Dec;212:31-38. doi: 10.1016/j.vetmic.2017.10.019. Epub 2017 Oct 28.,Mitchell JA,Vet Microbiol,2017,2017/11/28
29170916,Development of small-molecule viral inhibitors targeting various stages of the life cycle of emerging and re-emerging viruses,"Wang X, Zou P, Wu F, Lu L, Jiang S.",Front Med. 2017 Dec;11(4):449-461. doi: 10.1007/s11684-017-0589-5. Epub 2017 Nov 23.,Wang X,Front Med,2017,2017/11/25
29159596,Human monoclonal antibodies as candidate therapeutics against emerging viruses,"Jin Y, Lei C, Hu D, Dimitrov DS, Ying T.",Front Med. 2017 Dec;11(4):462-470. doi: 10.1007/s11684-017-0596-6. Epub 2017 Nov 20.,Jin Y,Front Med,2017,2017/11/22
29155659,US Federal Travel Restrictions for Persons with Higher-Risk Exposures to Communicable Diseases of Public Health Concern,"Vonnahme LA, Jungerman MR, Gulati RK, Illig P, Alvarado-Ramy F.",Emerg Infect Dis. 2017 Dec;23(13):S108-13. doi: 10.3201/eid2313.170386.,Vonnahme LA,Emerg Infect Dis,2017,2017/11/21
29143192,Middle East Respiratory Syndrome and Severe Acute Respiratory Syndrome: Current Therapeutic Options and Potential Targets for Novel Therapies,"Dyall J, Gross R, Kindrachuk J, Johnson RF, Olinger GG Jr, Hensley LE, Frieman MB, Jahrling PB.",Drugs. 2017 Dec;77(18):1935-1966. doi: 10.1007/s40265-017-0830-1.,Dyall J,Drugs,2017,2017/11/17
29134417,Cross-neutralization of SARS coronavirus-specific antibodies against bat SARS-like coronaviruses,"Zeng LP, Ge XY, Peng C, Tai W, Jiang S, Du L, Shi ZL.",Sci China Life Sci. 2017 Dec;60(12):1399-1402. doi: 10.1007/s11427-017-9189-3. Epub 2017 Nov 10.,Zeng LP,Sci China Life Sci,2017,2017/11/15
29129538,Pneumonia in the tropics: Report from the Task Force on tropical diseases by the World Federation of Societies of Intensive and Critical Care Medicine,"Nor MBM, Richards GA, McGloughlin S, Amin PR; Council of the World Federation of Societies of Intensive and Critical Care Medicine.",J Crit Care. 2017 Dec;42:360-365. doi: 10.1016/j.jcrc.2017.11.004. Epub 2017 Nov 3.,Nor MBM,J Crit Care,2017,2017/11/14
29090858,Proteomic Analysis of IPEC-J2 Cells in Response to Coinfection by Porcine Transmissible Gastroenteritis Virus and Enterotoxigenic Escherichia coli K88,"Xia L, Dai L, Zhu L, Hu W, Yang Q.",Proteomics Clin Appl. 2017 Dec;11(11-12). doi: 10.1002/prca.201600137.,Xia L,Proteomics Clin Appl,2017,2017/11/02
